epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
280,72419.6,1.45529,1.03709,1.11022,0.55611,0.46467,0.47842,0.29472,1.50548,1.11458,1.1724,0.002379,0.000793,0.002379,0.000793,0.002379,0.000793,0.002379,0.000793
281,72677,1.45491,1.03576,1.11614,0.55699,0.46363,0.47813,0.29445,1.5059,1.1147,1.17247,0.00228,0.00076,0.00228,0.00076,0.00228,0.00076,0.00228,0.00076
282,72933.4,1.44931,1.03349,1.11374,0.55536,0.46407,0.47783,0.2944,1.50633,1.1151,1.1725,0.002181,0.000727,0.002181,0.000727,0.002181,0.000727,0.002181,0.000727
283,73190.8,1.45486,1.03391,1.11307,0.55658,0.46318,0.47757,0.29425,1.50652,1.11486,1.17255,0.002082,0.000694,0.002082,0.000694,0.002082,0.000694,0.002082,0.000694
284,73447.3,1.44717,1.03238,1.11311,0.55532,0.46431,0.47784,0.29424,1.50671,1.11509,1.17257,0.001983,0.000661,0.001983,0.000661,0.001983,0.000661,0.001983,0.000661
285,73704.2,1.44931,1.02775,1.11146,0.5555,0.46466,0.47756,0.2941,1.50708,1.11571,1.1727,0.001884,0.000628,0.001884,0.000628,0.001884,0.000628,0.001884,0.000628
286,73960.4,1.45231,1.03295,1.11053,0.55514,0.46519,0.47747,0.29388,1.50723,1.1153,1.17265,0.001785,0.000595,0.001785,0.000595,0.001785,0.000595,0.001785,0.000595
287,74217.1,1.44916,1.02997,1.11187,0.55561,0.46497,0.47767,0.29394,1.50714,1.11517,1.17259,0.001686,0.000562,0.001686,0.000562,0.001686,0.000562,0.001686,0.000562
288,74474.4,1.44953,1.02854,1.11229,0.5542,0.46548,0.47743,0.29388,1.50744,1.11565,1.17268,0.001587,0.000529,0.001587,0.000529,0.001587,0.000529,0.001587,0.000529
289,74732,1.45503,1.03295,1.11426,0.55545,0.46471,0.47754,0.29396,1.5078,1.11555,1.1728,0.001488,0.000496,0.001488,0.000496,0.001488,0.000496,0.001488,0.000496
290,74989,1.45221,1.03156,1.11234,0.55431,0.46624,0.47744,0.29383,1.5081,1.11555,1.17287,0.001389,0.000463,0.001389,0.000463,0.001389,0.000463,0.001389,0.000463
291,75235.8,1.42657,1.00441,1.11617,0.5553,0.46585,0.47773,0.29419,1.50815,1.11576,1.1729,0.00129,0.00043,0.00129,0.00043,0.00129,0.00043,0.00129,0.00043
292,75481.2,1.41764,0.99192,1.11444,0.55598,0.46598,0.47785,0.29408,1.50807,1.11566,1.17274,0.001191,0.000397,0.001191,0.000397,0.001191,0.000397,0.001191,0.000397
293,75724.9,1.41224,0.9876,1.11158,0.555,0.46817,0.47792,0.29399,1.50816,1.1154,1.17274,0.001092,0.000364,0.001092,0.000364,0.001092,0.000364,0.001092,0.000364
294,75968.7,1.41516,0.98703,1.11278,0.55526,0.46831,0.4786,0.29461,1.50709,1.11444,1.17231,0.000993,0.000331,0.000993,0.000331,0.000993,0.000331,0.000993,0.000331
295,76215.8,1.41218,0.98576,1.1122,0.55715,0.46855,0.47926,0.295,1.50656,1.11389,1.17209,0.000894,0.000298,0.000894,0.000298,0.000894,0.000298,0.000894,0.000298
296,76463.4,1.41213,0.98489,1.11061,0.55621,0.46914,0.47949,0.29512,1.50627,1.11344,1.17192,0.000795,0.000265,0.000795,0.000265,0.000795,0.000265,0.000795,0.000265
297,76709.8,1.41376,0.98437,1.1107,0.55842,0.46784,0.47993,0.29568,1.50597,1.11303,1.17182,0.000696,0.000232,0.000696,0.000232,0.000696,0.000232,0.000696,0.000232
298,76956.3,1.41233,0.9813,1.11082,0.56055,0.46819,0.48032,0.2959,1.50555,1.1124,1.17158,0.000597,0.000199,0.000597,0.000199,0.000597,0.000199,0.000597,0.000199
299,77201.9,1.40497,0.97662,1.10916,0.56109,0.46708,0.48025,0.296,1.50519,1.11209,1.17143,0.000498,0.000166,0.000498,0.000166,0.000498,0.000166,0.000498,0.000166
300,77448.1,1.40936,0.97893,1.10901,0.56121,0.46738,0.48091,0.29638,1.50446,1.11152,1.17115,0.000399,0.000133,0.000399,0.000133,0.000399,0.000133,0.000399,0.000133
